"Time [ms]","Size [B]","Used [B]"
"3:19:30.005 PM, Sep 25, 2022","281,018,400","168,464,384"
"3:19:31.005 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:32.005 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:33.005 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:34.006 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:35.006 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:36.006 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:37.006 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:38.007 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:39.007 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:40.007 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:41.007 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:42.008 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:43.008 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:44.008 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:45.008 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:46.009 PM, Sep 25, 2022","268,435,488","63,606,784"
"3:19:47.009 PM, Sep 25, 2022","1,010,827,296","424,316,928"
"3:19:48.009 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:49.009 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:50.010 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:51.010 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:52.010 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:53.010 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:54.011 PM, Sep 25, 2022","1,010,827,296","509,482,048"
"3:19:55.011 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:19:56.011 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:19:57.011 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:19:58.012 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:19:59.012 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:00.012 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:01.013 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:02.013 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:03.013 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:04.013 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:05.014 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:06.014 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:07.014 PM, Sep 25, 2022","293,601,312","63,601,144"
"3:20:08.014 PM, Sep 25, 2022","339,738,656","210,401,744"
"3:20:09.014 PM, Sep 25, 2022","1,249,902,624","504,786,584"
"3:20:10.015 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:11.015 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:12.015 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:13.015 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:14.016 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:15.016 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:16.016 PM, Sep 25, 2022","1,249,902,624","425,064,672"
"3:20:17.017 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:18.017 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:19.017 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:20.017 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:21.018 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:22.018 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:23.018 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:24.018 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:25.019 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:26.019 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:27.019 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:28.020 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:29.020 PM, Sep 25, 2022","281,018,400","63,601,144"
"3:20:30.020 PM, Sep 25, 2022","742,391,840","418,159,056"
"3:20:31.021 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:32.021 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:33.021 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:34.021 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:35.022 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:36.022 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:37.022 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:38.023 PM, Sep 25, 2022","1,484,783,648","315,263,616"
"3:20:39.023 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:40.023 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:41.023 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:42.024 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:43.024 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:44.024 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:45.024 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:46.025 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:47.025 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:48.025 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:49.025 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:50.026 PM, Sep 25, 2022","322,961,440","63,624,584"
"3:20:51.026 PM, Sep 25, 2022","322,961,440","206,230,920"
"3:20:52.026 PM, Sep 25, 2022","1,098,907,680","365,342,536"
"3:20:53.026 PM, Sep 25, 2022","1,098,907,680","340,176,712"
"3:20:54.027 PM, Sep 25, 2022","1,098,907,680","340,176,712"
"3:20:55.027 PM, Sep 25, 2022","1,098,907,680","340,176,712"
"3:20:56.027 PM, Sep 25, 2022","1,098,907,680","340,176,712"
"3:20:57.027 PM, Sep 25, 2022","1,098,907,680","340,176,712"
"3:20:58.028 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:20:59.028 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:00.028 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:01.028 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:02.029 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:03.029 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:04.029 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:05.030 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:06.030 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:07.030 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:08.031 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:09.031 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:10.031 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:11.031 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:12.032 PM, Sep 25, 2022","310,378,528","63,607,080"
"3:21:13.032 PM, Sep 25, 2022","1,254,096,928","366,378,448"
"3:21:14.032 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:15.032 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:16.032 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:17.033 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:18.033 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:19.033 PM, Sep 25, 2022","1,254,096,928","345,399,680"
"3:21:20.034 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:21.034 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:22.034 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:23.035 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:24.035 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:25.035 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:26.035 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:27.036 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:28.036 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:29.036 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:30.037 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:31.037 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:32.037 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:33.038 PM, Sep 25, 2022","322,961,440","63,607,080"
"3:21:34.038 PM, Sep 25, 2022","1,258,291,232","394,957,096"
"3:21:35.038 PM, Sep 25, 2022","1,258,291,232","359,995,224"
"3:21:36.038 PM, Sep 25, 2022","1,258,291,232","359,995,224"
"3:21:37.039 PM, Sep 25, 2022","1,258,291,232","364,189,528"
"3:21:38.039 PM, Sep 25, 2022","1,258,291,232","364,189,528"
"3:21:39.039 PM, Sep 25, 2022","1,258,291,232","364,189,528"
"3:21:40.039 PM, Sep 25, 2022","1,258,291,232","364,189,528"
"3:21:41.040 PM, Sep 25, 2022","1,258,291,232","364,189,528"
"3:21:42.040 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:43.040 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:44.040 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:45.041 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:46.041 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:47.041 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:48.042 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:49.042 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:50.042 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:51.042 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:52.043 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:53.043 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:54.043 PM, Sep 25, 2022","293,601,312","63,607,136"
"3:21:55.043 PM, Sep 25, 2022","532,676,640","214,602,040"
"3:21:56.043 PM, Sep 25, 2022","901,775,392","534,141,240"
"3:21:57.043 PM, Sep 25, 2022","901,775,392","609,738,104"
"3:21:58.043 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:21:59.044 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:22:00.044 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:22:01.044 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:22:02.045 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:22:03.045 PM, Sep 25, 2022","901,775,392","714,597,768"
"3:22:04.045 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:05.045 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:06.045 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:07.046 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:08.046 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:09.046 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:10.047 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:11.047 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:12.047 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:13.047 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:14.047 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:15.048 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:16.048 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:17.048 PM, Sep 25, 2022","394,264,608","88,767,224"
"3:22:18.048 PM, Sep 25, 2022","457,179,168","243,152,120"
"3:22:19.048 PM, Sep 25, 2022","1,342,177,312","604,416,320"
"3:22:20.049 PM, Sep 25, 2022","1,342,177,312","569,804,096"
"3:22:21.049 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:22.049 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:23.050 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:24.050 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:25.050 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:26.051 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:27.051 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:28.051 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:29.051 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:30.052 PM, Sep 25, 2022","1,342,177,312","586,577,184"
"3:22:31.052 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:32.052 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:33.052 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:34.053 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:35.053 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:36.053 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:37.054 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:38.054 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:39.054 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:40.055 PM, Sep 25, 2022","406,847,520","88,767,224"
"3:22:41.055 PM, Sep 25, 2022","461,373,472","296,072,440"
"3:22:42.055 PM, Sep 25, 2022","1,832,910,880","627,557,728"
"3:22:43.055 PM, Sep 25, 2022","1,832,910,880","879,111,576"
"3:22:44.055 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:45.055 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:46.056 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:47.056 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:48.056 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:49.057 PM, Sep 25, 2022","1,832,910,880","648,579,096"
"3:22:50.057 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:51.057 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:52.058 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:53.058 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:54.058 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:55.058 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:56.059 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:57.059 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:58.059 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:22:59.059 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:23:00.060 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:23:01.060 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:23:02.060 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:23:03.060 PM, Sep 25, 2022","419,430,432","88,767,224"
"3:23:04.060 PM, Sep 25, 2022","947,912,736","386,540,360"
"3:23:05.061 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:06.061 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:07.061 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:08.062 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:09.062 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:10.062 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:11.063 PM, Sep 25, 2022","947,912,736","424,289,096"
"3:23:12.063 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:13.063 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:14.063 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:15.064 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:16.064 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:17.064 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:18.065 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:19.065 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:20.065 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:21.066 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:22.066 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:23.066 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:24.067 PM, Sep 25, 2022","406,847,520","88,805,640"
"3:23:25.067 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:26.067 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:27.067 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:28.068 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:29.068 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:30.068 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:31.069 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:32.069 PM, Sep 25, 2022","813,695,008","389,896,600"
"3:23:33.069 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:34.069 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:35.070 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:36.070 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:37.070 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:38.070 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:39.071 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:40.071 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:41.071 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:42.071 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:43.072 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:44.072 PM, Sep 25, 2022","419,430,432","88,790,672"
"3:23:45.072 PM, Sep 25, 2022","419,430,432","252,368,528"
"3:23:46.072 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:47.073 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:48.073 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:49.073 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:50.074 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:51.074 PM, Sep 25, 2022","1,086,324,768","420,130,624"
"3:23:52.074 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:53.074 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:54.075 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:55.075 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:56.075 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:57.076 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:58.076 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:23:59.076 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:00.077 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:01.077 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:02.077 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:03.077 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:04.077 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:05.078 PM, Sep 25, 2022","406,847,520","88,790,672"
"3:24:06.078 PM, Sep 25, 2022","893,386,784","438,789,344"
"3:24:07.078 PM, Sep 25, 2022","2,512,388,128","2,116,452,336"
"3:24:08.078 PM, Sep 25, 2022","3,443,523,616","472,285,016"
"3:24:09.078 PM, Sep 25, 2022","3,443,523,616","539,280,256"
"3:24:10.078 PM, Sep 25, 2022","3,443,523,616","2,338,666,672"
"3:24:11.079 PM, Sep 25, 2022","3,443,523,616","786,771,592"
"3:24:12.079 PM, Sep 25, 2022","3,443,523,616","786,771,592"
"3:24:13.079 PM, Sep 25, 2022","3,443,523,616","786,771,592"
"3:24:14.080 PM, Sep 25, 2022","3,443,523,616","786,771,592"
"3:24:15.080 PM, Sep 25, 2022","3,443,523,616","786,771,592"
"3:24:16.080 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:17.081 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:18.081 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:19.081 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:20.081 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:21.082 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:22.082 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:23.082 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:24.083 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:25.083 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:26.083 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:27.084 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:28.084 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:29.084 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:30.085 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:31.085 PM, Sep 25, 2022","1,090,519,072","600,510,808"
"3:24:32.085 PM, Sep 25, 2022","3,783,262,240","1,875,699,320"
"3:24:33.085 PM, Sep 25, 2022","3,984,588,832","2,110,584,800"
"3:24:34.085 PM, Sep 25, 2022","4,085,252,128","1,099,639,864"
"3:24:35.085 PM, Sep 25, 2022","4,085,252,128","2,672,503,864"
"3:24:36.085 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:37.086 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:38.086 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:39.086 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:40.086 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:41.087 PM, Sep 25, 2022","4,085,252,128","436,943,960"
"3:24:42.087 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:43.087 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:44.087 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:45.088 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:46.088 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:47.088 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:48.089 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:49.089 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:50.089 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:51.089 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:52.090 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:53.090 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:54.090 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:55.091 PM, Sep 25, 2022","406,847,520","88,790,728"
"3:24:56.091 PM, Sep 25, 2022","1,090,519,072","622,991,856"
"3:24:57.091 PM, Sep 25, 2022","3,917,479,968","3,391,417,976"
"3:24:58.091 PM, Sep 25, 2022","4,051,697,696","3,525,580,376"
"3:24:59.091 PM, Sep 25, 2022","4,051,697,696","740,413,544"
"3:25:00.091 PM, Sep 25, 2022","4,051,697,696","1,659,005,880"
"3:25:01.092 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:02.092 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:03.092 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:04.092 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:05.093 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:06.093 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:07.093 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:08.094 PM, Sep 25, 2022","4,051,697,696","2,531,421,112"
"3:25:09.094 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:10.094 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:11.094 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:12.095 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:13.095 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:14.095 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:15.096 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:16.096 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:17.096 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:18.097 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:19.097 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:20.097 PM, Sep 25, 2022","394,264,608","88,790,896"
"3:25:21.097 PM, Sep 25, 2022","679,477,280","415,946,536"
"3:25:22.098 PM, Sep 25, 2022","2,139,095,072","982,892,056"
"3:25:23.098 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:24.098 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:25.098 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:26.099 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:27.099 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:28.099 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:29.099 PM, Sep 25, 2022","2,139,095,072","701,755,768"
"3:25:30.099 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:31.100 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:32.100 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:33.100 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:34.100 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:35.101 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:36.101 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:37.101 PM, Sep 25, 2022","377,487,392","88,790,896"
"3:25:38.102 PM, Sep 25, 2022","377,487,392","88,790,896"
